brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,horsepower,displacement,cylinders,turbo,transmission_type,gears,sales_price_log
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,White,Gray,None reported,Yes,36990,280.0,3.6,6.0,False,Automatic,6.0,4.5680843313153945
RAM,1500 Classic SLT,2021,32092,Gasoline,Patriot Blue Pearlcoat,Black,None reported,Yes,35113,,3.6,6.0,False,Automatic,8.0,4.545467936494288
Lexus,GS 350 Base,2014,85275,Gasoline,Nebula Gray Pearl,Black,At least 1 accident or damage reported,,23998,,3.5,,False,Automatic,,4.38017504899673
Hyundai,Tucson Limited,2016,138000,Gasoline,Brown,Beige,None reported,Yes,10990,175.0,1.6,4.0,False,Automatic,7.0,4.040997692423491
Chevrolet,SSR Base,2003,87500,Gasoline,Red,Black,None reported,Yes,16999,300.0,5.3,8.0,False,Automatic,,4.2304233738926404
Maserati,GranTurismo Base,2013,34920,Gasoline,Gray,Brown,None reported,Yes,38900,440.0,4.7,8.0,False,Automatic,6.0,4.589949601325708
Tesla,Model X Performance,2020,27224,,Black,Black,None reported,,65999,,,,False,Automatic,1.0,4.819537355272595
BMW,M2 Base,2018,25000,Gasoline,Black,Black,None reported,Yes,52000,365.0,3.0,6.0,False,Automatic,7.0,4.7160033436347994
Tesla,Model Y Long Range,2021,14642,,Red,Black,None reported,Yes,48500,425.0,,,False,Automatic,,4.685741738602264
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,Gray,Black,None reported,Yes,13999,175.0,2.5,4.0,False,,,4.1460970135358695
Buick,Roadmaster Estate,1996,119500,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,16999,260.0,5.7,8.0,False,Automatic,4.0,4.2304233738926404
Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,Silver,Black,None reported,Yes,36500,510.0,5.0,8.0,False,Automatic,,4.562292864456475
Ford,Expedition Max XLT,2021,84351,Gasoline,Blue,Ebony,None reported,Yes,42691,,3.5,6.0,True,Automatic,10.0,4.63033632789824
Nissan,Leaf SL,2012,26930,,White,Beige,None reported,Yes,6700,107.0,,,False,Automatic,1.0,3.8260748027008264
Toyota,Tacoma TRD Pro,2019,40698,Gasoline,Super White,Black,None reported,,42886,,3.5,6.0,False,,6.0,4.632315541250991
Mercedes-Benz,AMG GT 63 S 4-Door,2020,40000,Gasoline,Black,Red,None reported,Yes,112500,630.0,4.0,8.0,False,Automatic,9.0,5.051152522447381
BMW,230 i,2019,30000,Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,29000,248.0,2.0,4.0,False,Automatic,8.0,4.462397997898956
Lexus,ES 350 Base,2007,78980,Gasoline,Silver,Beige,At least 1 accident or damage reported,Yes,10600,272.0,3.5,6.0,False,Automatic,6.0,4.02530586526477
Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,White,Beige,,,69995,,3.8,,False,Manual,6.0,4.845067017871888
Porsche,Taycan Turbo,2020,21028,,BLACK,BEIGE,None reported,,96900,,,,False,,,4.986323777050766
Maserati,Levante Modena,2023,5409,Gasoline,Blu,Black,None reported,Yes,88950,,3.0,6.0,True,Automatic,8.0,4.9491459524199435
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,69900,717.0,6.2,8.0,False,Automatic,8.0,4.8444771757456815
Mazda,Mazda6 Touring,2021,19000,Gasoline,Blue,Black,,,25900,187.0,2.5,4.0,False,Automatic,,4.413299764081252
Audi,S4 3.0T Premium,2019,12000,Gasoline,Black,Black,None reported,Yes,48000,349.0,3.0,6.0,False,Automatic,,4.681241237375588
Ford,Mustang GT Premium,2016,25717,Gasoline,Black,Black,None reported,Yes,33900,435.0,5.0,8.0,False,Manual,6.0,4.5301996982030825
Tesla,Model Y Long Range,2022,12055,,Blue,Black,None reported,Yes,44400,425.0,,,False,Automatic,,4.64738297011462
Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,Orange,–,At least 1 accident or damage reported,Yes,23000,265.0,2.0,4.0,False,Automatic,6.0,4.361727836017593
BMW,M2 Competition,2020,25013,Gasoline,Black,Black,None reported,Yes,55000,405.0,3.0,6.0,False,Automatic,7.0,4.740362689494244
Audi,Q4 e-tron Sportback Premium,2023,1156,,Blue,Black,None reported,Yes,54900,295.0,,,False,Automatic,,4.7395723444500915
BMW,740 i,2016,57939,Gasoline,Gray,Black,None reported,Yes,27500,320.0,3.0,6.0,False,Automatic,8.0,4.439332693830263
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,Gray,Black,None reported,Yes,49999,385.0,3.0,6.0,False,,,4.698961318359521
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,White,Beige,None reported,Yes,37000,449.0,4.7,8.0,False,Automatic,7.0,4.568201724066995
Honda,S2000 Base,2002,110500,Gasoline,Yellow,Red,None reported,Yes,27000,240.0,2.0,4.0,False,Manual,6.0,4.431363764158987
Chevrolet,Corvette Base,2000,97500,Gasoline,Yellow,Black,None reported,Yes,10000,345.0,5.7,8.0,False,Manual,6.0,4.0
Chevrolet,Colorado Z71,2020,20909,Gasoline,Red,Jet Black,None reported,Yes,35387,,3.6,6.0,False,Automatic,,4.548843746060195
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,Silver,Black,None reported,Yes,40000,536.0,5.5,8.0,False,Automatic,7.0,4.6020599913279625
Bentley,Continental GTC Base,2013,79422,Gasoline,Black,Black,None reported,Yes,64000,616.0,6.0,12.0,False,Automatic,8.0,4.8061799739838875
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,16900,340.0,8.1,8.0,False,Automatic,,4.227886704613674
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,Blue,Black,None reported,Yes,42000,349.0,3.0,6.0,False,Automatic,8.0,4.623249290397901
Toyota,Corolla iM Base,2017,41932,Gasoline,Black,Black,None reported,Yes,18700,137.0,1.8,4.0,False,Manual,6.0,4.271841606536499
GMC,Yukon XL SLT,2017,110000,Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,34999,355.0,5.3,8.0,False,Automatic,,4.54405563575924
Toyota,Tundra 1794,2020,67400,Gasoline,Black,Brown,None reported,Yes,47500,381.0,5.7,8.0,False,Automatic,,4.676693609624866
Subaru,WRX Premium,2017,62662,Gasoline,Red,Black,At least 1 accident or damage reported,Yes,24000,268.0,2.0,4.0,False,Manual,,4.380211241711606
Subaru,WRX Base,2015,102000,Gasoline,White,Black,At least 1 accident or damage reported,Yes,18000,268.0,2.0,4.0,False,Manual,,4.2552725051033065
INFINITI,Q50 Premium,2014,79785,Gasoline,Red,White,At least 1 accident or damage reported,Yes,16488,328.0,3.7,6.0,False,Automatic,7.0,4.2171679787711565
Chevrolet,Suburban Premier,2017,166549,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,24950,355.0,5.3,8.0,False,Automatic,6.0,4.397070549959409
Toyota,Sequoia Limited,2006,190656,Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,8900,273.0,4.7,8.0,False,Automatic,,3.949390006644913
Dodge,Challenger R/T Scat Pack,2016,7928,,Red,Red,None reported,Yes,37500,,,,False,Manual,6.0,4.574031267727719
Porsche,Cayenne GTS,2009,135606,Gasoline,Black,Black,None reported,Yes,15000,405.0,4.8,8.0,False,,,4.176091259055681
Kia,Telluride S,2023,14700,Gasoline,Blue,Black,None reported,Yes,39900,291.0,3.8,6.0,False,Automatic,8.0,4.600972895686748
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,96000,603.0,4.0,8.0,False,Automatic,9.0,4.982271233039568
BMW,Z4 sDrive35is,2014,4200,Gasoline,White,Red,None reported,Yes,64995,335.0,3.0,6.0,False,,,4.812879948090056
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,Red,Black,None reported,Yes,23500,152.0,2.0,4.0,False,Manual,5.0,4.371067862271737
Dodge,Dart SE,2015,66000,Gasoline,Black,Black,None reported,Yes,12000,160.0,2.0,4.0,False,Manual,6.0,4.079181246047625
Land,Rover Range Rover P525 Westminster,2021,17945,Gasoline,Santorini Black Metallic,Ebony,None reported,,89900,,5.0,8.0,False,Automatic,8.0,4.953759691733229
Nissan,370Z Base,2013,106700,Gasoline,Red,Black,None reported,Yes,17500,332.0,3.7,6.0,False,Manual,6.0,4.243038048686294
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,Black,Black,None reported,Yes,55000,420.0,6.2,8.0,False,Automatic,10.0,4.740362689494244
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,White,Beige,None reported,Yes,19900,302.0,3.5,6.0,False,,,4.298853076409706
Kia,Optima Hybrid EX,2012,117220,Hybrid,Black,Black,None reported,Yes,8900,206.0,2.4,4.0,False,Automatic,,3.949390006644913
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,Silver,Gray,None reported,Yes,67500,445.0,6.6,8.0,False,Automatic,10.0,4.829303772831025
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,Gasoline,White,Black,None reported,Yes,24325,220.0,2.0,4.0,False,Manual,6.0,4.386052848940389
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,Black,Gray,None reported,Yes,22500,500.0,8.3,10.0,False,Manual,6.0,4.352182518111363
Scion,tC Anniversary Edition,2014,115000,Gasoline,Silver,Silver,None reported,Yes,11495,179.0,2.5,4.0,False,Manual,6.0,4.060508975605297
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,Gasoline,Black,Brown,None reported,Yes,49900,510.0,5.0,8.0,False,Automatic,8.0,4.69810054562339
Lexus,LS 500 Base,2018,67296,Gasoline,–,–,None reported,,40900,,3.5,,False,Automatic,10.0,4.611723308007342
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,Black,–,At least 1 accident or damage reported,Yes,16000,355.0,5.3,8.0,False,Automatic,6.0,4.204119982655925
Maserati,GranTurismo Base,2015,28000,Gasoline,White,Red,None reported,Yes,44999,444.0,4.7,8.0,False,Automatic,6.0,4.653202862679622
Porsche,911 Carrera Turbo,2003,155000,Gasoline,Black,Black,None reported,Yes,55000,415.0,3.6,6.0,False,Manual,6.0,4.740362689494244
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,Green,Gray,At least 1 accident or damage reported,Yes,8500,206.0,2.4,4.0,False,Automatic,,3.929418925714293
Cadillac,CTS Luxury,2012,62500,Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,18955,270.0,3.0,6.0,False,Automatic,6.0,4.2777237887624535
BMW,323 Ci,2000,177700,Gasoline,Silver,Black,None reported,Yes,2500,170.0,2.5,6.0,False,Automatic,5.0,3.3979400086720375
Tesla,Model 3 Standard Range Plus,2019,83700,,Black,Black,At least 1 accident or damage reported,Yes,26000,,,,False,Automatic,,4.414973347970818
Chevrolet,1500 Cheyenne Extended Cab,1995,120000,,White,Brown,At least 1 accident or damage reported,Yes,6500,,,,False,Automatic,4.0,3.8129133566428557
Nissan,370Z Touring,2012,65000,Gasoline,Gray,Black,None reported,Yes,21500,332.0,3.7,6.0,False,Manual,6.0,4.332438459915605
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,Black,–,At least 1 accident or damage reported,,38598,,3.0,,True,Automatic,,4.586564801784012
Ford,Mustang GT Premium,2021,3000,Gasoline,Red,Black,None reported,Yes,49500,460.0,5.0,8.0,False,Manual,6.0,4.694605198933568
Audi,Q5 2.0T Premium,2012,119000,Gasoline,Gray,–,None reported,Yes,12000,211.0,2.0,4.0,False,Automatic,,4.079181246047625
RAM,2500 Big Horn,2013,198868,Diesel,Brown,Beige,None reported,Yes,25000,350.0,6.7,6.0,False,Automatic,6.0,4.3979400086720375
Dodge,Ram 1500 ST,2011,188000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,8500,210.0,3.7,6.0,False,Automatic,,3.929418925714293
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,Black,Black,None reported,Yes,10750,248.0,3.5,6.0,False,Automatic,,4.031408464251625
Dodge,Challenger SRT Hellcat,2016,8228,Gasoline,Blue,Black,None reported,Yes,62500,707.0,6.2,8.0,False,Automatic,8.0,4.795880017344075
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,Blue,Beige,None reported,Yes,42950,380.0,3.0,6.0,False,Automatic,,4.632963168167261
BMW,M4 Base,2018,10950,Gasoline,White,White,None reported,Yes,60995,425.0,3.0,6.0,False,Manual,6.0,4.785294235643404
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,Black,–,At least 1 accident or damage reported,Yes,47000,463.0,4.0,8.0,False,Automatic,,4.672097857935717
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,–,–,None reported,,68900,,5.0,,False,Automatic,8.0,4.838219221907626
Chevrolet,Express 3500 Base,2009,75000,Gasoline,White,Gray,None reported,Yes,18900,319.0,6.0,8.0,False,Automatic,,4.276461804173244
Toyota,4Runner TRD Pro,2016,98000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,36000,270.0,4.0,6.0,False,Automatic,,4.556302500767287
Mazda,MX-5 Miata Grand Touring,2012,33576,Gasoline,Red,Beige,None reported,Yes,18900,167.0,2.0,4.0,False,Manual,6.0,4.276461804173244
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,Gray,Beige,At least 1 accident or damage reported,Yes,12449,280.0,3.6,6.0,False,Automatic,,4.095134466939837
Jaguar,XJ Base,2013,112000,Gasoline,Blue,White,None reported,Yes,8800,340.0,3.0,6.0,False,Automatic,,3.9444826721501687
Chevrolet,Camaro 2SS,2010,68000,Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,19500,426.0,6.2,8.0,False,Automatic,6.0,4.290034611362518
INFINITI,G37 x,2012,120000,Gasoline,Red,Black,At least 1 accident or damage reported,Yes,14500,328.0,3.7,6.0,False,,,4.161368002234975
BMW,X6 xDrive50i,2019,45000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,46999,445.0,4.4,8.0,False,Automatic,8.0,4.6720886175292895
Chevrolet,Camaro LT1,2022,6700,Gasoline,Gray,Black,None reported,Yes,39500,455.0,6.2,8.0,False,Automatic,10.0,4.596597095626461
Porsche,Taycan Base,2021,6785,,Gentian Blue Metallic,Black,None reported,,108900,,,,False,Automatic,2.0,5.037027879755775
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,White,–,None reported,Yes,59750,577.0,5.5,8.0,False,Automatic,7.0,4.7763379096201755
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,Gold,Brown,None reported,Yes,45000,420.0,6.2,8.0,False,Automatic,10.0,4.653212513775344
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,Silver,Gray,None reported,Yes,15999,200.0,2.5,4.0,False,Automatic,,4.204092838402539
Audi,A6 3.0T Prestige,2015,108000,Gasoline,Black,Brown,None reported,Yes,19998,310.0,3.0,6.0,False,,,4.300986564044174
BMW,X5 M Base,2012,118000,Gasoline,White,Orange,At least 1 accident or damage reported,Yes,17000,555.0,4.4,8.0,False,,,4.230448921378274
Jaguar,F-PACE SVR,2020,38800,Gasoline,Black,Black,None reported,Yes,57500,550.0,5.0,8.0,False,,,4.7596678446896306
BMW,740 i,2017,55000,Gasoline,White,Black,None reported,Yes,40000,320.0,3.0,6.0,False,,,4.6020599913279625
BMW,M340 i xDrive,2021,34967,Hybrid,Blue,Beige,At least 1 accident or damage reported,Yes,49999,382.0,3.0,6.0,False,Automatic,8.0,4.698961318359521
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,Black,Black,None reported,Yes,30000,285.0,3.6,6.0,False,Automatic,5.0,4.477121254719663
RAM,2500 Tradesman,2018,63750,Gasoline,Gray,Gray,None reported,Yes,36000,410.0,6.4,8.0,False,Automatic,6.0,4.556302500767287
Ford,Mustang V6,2016,87248,Gasoline,Black,Black,None reported,Yes,19999,300.0,3.7,6.0,False,Automatic,6.0,4.301008280397
BMW,328 i,1997,206000,Gasoline,Red,Black,At least 1 accident or damage reported,Yes,15900,190.0,2.8,6.0,False,Manual,5.0,4.201397124320452
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,White,Black,None reported,Yes,11999,335.0,4.7,8.0,False,Automatic,7.0,4.0791450533327485
Rivian,R1S Adventure Package,2023,1150,,Green,Black,None reported,Yes,96850,835.0,,,False,Automatic,,4.98609962505513
Tesla,Model Y Long Range,2023,10000,,Blue,Black,None reported,Yes,48000,425.0,,,False,Automatic,,4.681241237375588
Mercedes-Benz,E-Class E 350,2022,14100,Gasoline,Gray,Black,None reported,Yes,53000,255.0,2.0,4.0,False,Automatic,9.0,4.724275869600789
BMW,X7 xDrive40i,2023,14360,Hybrid,Black,Black,None reported,Yes,85495,375.0,3.0,6.0,False,Automatic,8.0,4.931940716647408
Chevrolet,Trailblazer RS,2023,10000,Gasoline,Blue,Black,None reported,Yes,32000,155.0,1.3,3.0,False,Automatic,9.0,4.505149978319906
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,Black,Black,None reported,Yes,20000,355.0,5.3,8.0,False,Automatic,,4.301029995663981
Chevrolet,Suburban Premier,2021,73846,Gasoline,Midnight Blue Metallic,Jet Black,None reported,Yes,60995,,5.3,8.0,False,Automatic,10.0,4.785294235643404
Jeep,Gladiator Overland,2020,40000,Gasoline,Gray,Black,None reported,Yes,45000,285.0,3.6,6.0,False,,,4.653212513775344
GMC,Yukon XL AT4,2023,9980,Gasoline,Black,Black,None reported,Yes,82000,355.0,5.3,8.0,False,Automatic,10.0,4.913813852383717
Mazda,Mazda6 Grand Touring Reserve,2019,41997,Gasoline,Black,Black,None reported,Yes,24995,227.0,2.5,4.0,False,Automatic,6.0,4.397853141088609
Alfa,Romeo Giulia Ti,2021,2000,Gasoline,Blue,Brown,None reported,Yes,39000,280.0,2.0,4.0,False,Automatic,8.0,4.5910646070264995
Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,22999,208.0,2.0,4.0,False,,,4.361708953238316
BMW,330 330i xDrive,2019,19473,Gasoline,Alpine White,Canberra Beige,None reported,,31698,,2.0,,True,Automatic,,4.501031861070583
Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,Black,Gray,None reported,Yes,23000,174.0,2.0,4.0,False,Automatic,,4.361727836017593
Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,12000,268.0,3.5,6.0,False,Automatic,7.0,4.079181246047625
Audi,RS 7 4.0T Prestige,2014,66150,Gasoline,White,Black,At least 1 accident or damage reported,Yes,47995,560.0,4.0,8.0,False,Automatic,8.0,4.681195996010693
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,Plug-In Hybrid,Blue,Beige,None reported,Yes,54599,455.0,2.0,4.0,False,Automatic,8.0,4.7371846885205064
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,Black,Black,None reported,Yes,64800,518.0,5.0,8.0,False,Automatic,,4.811575005870593
Toyota,Sequoia Limited,2011,183000,Gasoline,Gold,Beige,None reported,Yes,16000,381.0,5.7,8.0,False,Automatic,6.0,4.204119982655925
Jeep,Wrangler X,2004,44000,Gasoline,Green,Green,At least 1 accident or damage reported,Yes,24999,190.0,4.0,6.0,False,Manual,,4.397922636545316
Audi,S5 3.0T Premium,2021,18100,Gasoline,Gray,Gray,None reported,Yes,51800,349.0,3.0,6.0,False,Automatic,8.0,4.714329759745233
Land,Rover Range Rover Sport Supercharged,2011,40000,Gasoline,Blue,Brown,At least 1 accident or damage reported,Yes,20000,510.0,5.0,8.0,False,,,4.301029995663981
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,Black,Gray,None reported,Yes,31999,188.0,3.0,6.0,False,Automatic,5.0,4.505136406405284
Toyota,Sequoia Platinum,2023,325,Hybrid,Blue,Gray,None reported,Yes,84997,437.0,3.4,6.0,False,Automatic,10.0,4.929403597403254
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,Blue,Black,None reported,Yes,39100,405.0,3.0,6.0,False,Automatic,,4.592176757395867
Toyota,Land Cruiser Base,1996,233000,,Blue,Gray,None reported,Yes,7500,,,,False,Automatic,,3.8750612633917
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,–,Nero Ade,None reported,Yes,749950,,6.5,12.0,False,,7.0,5.875032309461098
Ford,Mustang Bullitt,2019,48500,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,44999,480.0,5.0,8.0,False,Manual,6.0,4.653202862679622
RAM,2500 Tradesman,2018,52000,Diesel,Gray,Black,None reported,Yes,50000,350.0,6.7,6.0,False,Automatic,6.0,4.698970004336019
Toyota,FJ Cruiser Base,2007,179000,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,17900,239.0,4.0,6.0,False,Automatic,,4.252853030979893
Dodge,Charger Scat Pack,2019,42626,Gasoline,Silver,Red,None reported,Yes,42000,485.0,6.4,8.0,False,Automatic,8.0,4.623249290397901
Lexus,GX 460 Base,2018,65900,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,34700,301.0,4.6,8.0,False,,,4.540329474790874
Genesis,GV80 2.5T,2022,7523,Gasoline,Black,Black,None reported,,54543,,2.5,4.0,True,Automatic,8.0,4.736739021533997
Jaguar,F-PACE 30t R-Sport,2019,34365,Gasoline,Yulong,Ebony,None reported,,59598,,2.0,,False,Automatic,,4.775231685855374
Kia,Sportage S,2021,16949,Gasoline,Hyper Red,Black,None reported,Yes,24995,,2.4,4.0,False,Automatic,6.0,4.397853141088609
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968,Hybrid,White,White,None reported,Yes,104999,496.0,4.0,8.0,False,Automatic,9.0,5.021185162912319
Porsche,Panamera Base,2018,61000,Gasoline,Gray,Gray,None reported,Yes,57500,330.0,3.0,6.0,False,,,4.7596678446896306
INFINITI,QX80 Base,2018,100564,Gasoline,Black,Graphite,None reported,,23105,,5.6,8.0,False,Automatic,7.0,4.363705972854723
Ford,Maverick Lariat,2022,13700,Hybrid,Blue,Brown,None reported,Yes,39500,191.0,2.5,4.0,False,,,4.596597095626461
Kia,Telluride SX,2021,38612,Gasoline,Ebony Black,Black,None reported,,42242,,3.8,6.0,False,Automatic,8.0,4.62574447222465
Chevrolet,Colorado Z85,2005,155000,Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,7995,220.0,3.5,5.0,False,Automatic,,3.9028184680822533
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,Gray,White,None reported,Yes,35750,402.0,4.7,8.0,False,,,4.5532760461371
Land,Rover Range Rover Sport SVR,2022,15107,Gasoline,Santorini Black Metallic,Ebony,None reported,,114900,,5.0,8.0,False,Automatic,8.0,5.0603200286882855
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,Silver,Gray,None reported,Yes,22945,121.0,1.8,4.0,False,Automatic,,4.360688062030678
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,Gasoline,Blue,White,At least 1 accident or damage reported,Yes,38000,241.0,2.0,4.0,False,Automatic,,4.57978359661681
